transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_region,customer_risk_level,bank_id,bank_name,bank_region,bank_compliance_score,amount,currency,transaction_date,transaction_location,is_high_risk,is_valid_bank_id,amount_outlier,transaction_count,avg_transaction_amount,max_transaction_amount,amount_deviation,large_transaction,foreign_currency,transaction_hour,weekend_transaction,cross_region,invalid_bank,customer_risk_score,night_transaction
251,707,Sarah Walker,adamscarol@hotmail.com,001-011-977-7346x987,West,Low,196,Bank 196,North,0.58,1822.57,USD,2024-01-27,South Breannafurt,1,1,0,3,6470.55,9652.95,-4647.9800000000005,0,1,0,1,1,0,1,1
252,468,Dawn Hanson,leonardjordan@dixon.biz,506.064.9597x55646,West,High,267,Bank 267,South,0.8,4613.5,USD,2024-05-06,Rebeccabury,0,1,0,2,2401.405,4613.5,2212.095,0,1,0,0,1,0,3,1
253,542,Linda Phillips,rhondacook@cole.com,781-683-0156x994,South,Low,125,Bank 125,West,0.65,4914.22,USD,2024-11-17,Kyleville,0,1,0,2,3224.15,4914.22,1690.0700000000002,0,1,0,1,1,0,1,1
254,580,Jeff Munoz,timothybeck@cruz-jackson.com,9592219322,West,Low,322,Bank 322,West,0.91,460.83,USD,2024-04-14,Mathewsstad,0,1,0,3,6623.893333333333,9753.09,-6163.0633333333335,0,1,0,1,0,0,1,1
255,245,Christina Waters,harrisandrea@gmail.com,495.376.6727,North,Medium,164,Bank 164,North,0.64,4948.03,USD,2024-07-07,East Paigefurt,1,1,0,2,5223.0650000000005,5498.1,-275.03500000000076,0,1,0,1,0,0,2,1
256,458,Michael Marshall,greenvalerie@rodriguez.com,6894667386,South,Medium,479,Bank 479,South,0.67,8445.78,USD,2024-05-07,Port Markmouth,1,1,0,3,6883.423333333333,8445.78,1562.3566666666675,0,1,0,0,0,0,2,1
257,146,Kaitlyn Adams,jeremyhardin@hotmail.com,364.285.9214,South,Medium,748,Bank 748,South,0.8,1571.33,USD,2024-09-21,North John,1,1,0,1,1571.33,1571.33,0.0,0,1,0,1,0,0,2,1
258,46,Jennifer Saunders,michaelalvarez@hotmail.com,584-635-6115x14261,South,Medium,976,Bank 976,West,0.89,177.53,USD,2024-06-20,East Matthew,0,1,0,2,1340.7150000000001,2503.9,-1163.1850000000002,0,1,0,0,1,0,2,1
259,713,Arthur Carter,hilledward@zimmerman.com,383-975-2505,South,Medium,265,Bank 265,South,0.53,5561.8,USD,2023-12-01,South Rickeyville,0,1,0,2,7757.73,9953.66,-2195.9299999999994,0,1,0,0,0,0,2,1
260,987,Denise Maldonado,debramahoney@hotmail.com,990.690.9357,West,Medium,355,Bank 355,East,0.99,2042.59,USD,2024-05-15,South Briannaport,0,1,0,3,2684.98,5040.11,-642.3900000000001,0,1,0,0,1,0,2,1
261,841,Hailey Miller,jasonschwartz@rodriguez-phillips.biz,(306)843-1747x77831,North,High,900,Bank 900,South,0.62,349.8,USD,2024-06-16,Maldonadobury,0,1,0,3,2884.5966666666664,7183.23,-2534.796666666666,0,1,0,1,1,0,3,1
262,199,Michelle Stafford,sanchezerik@hotmail.com,(926)029-5005x328,South,Low,767,Bank 767,East,0.87,1280.33,USD,2024-08-27,Brucefort,1,1,0,3,5820.926666666666,8385.43,-4540.596666666666,0,1,0,0,1,0,1,1
263,299,Mark Ritter,kcarpenter@hunter-jones.info,334-344-2995x2863,East,Low,627,Bank 627,North,0.59,8088.19,USD,2024-02-14,Danielsside,0,1,0,2,7002.405,8088.19,1085.7849999999999,0,1,0,0,1,0,1,1
264,263,Travis Taylor,michael92@gmail.com,328-973-0519x543,North,Medium,960,Bank 960,East,0.75,4503.43,USD,2024-05-29,East Richardville,1,1,0,1,4503.43,4503.43,0.0,0,1,0,0,1,0,2,1
265,390,Timothy Murphy,lowemelissa@yahoo.com,886.576.5455x980,East,Medium,279,Bank 279,West,0.93,715.49,USD,2024-07-11,New Anna,0,1,0,1,715.49,715.49,0.0,0,1,0,0,1,0,2,1
266,924,Shelby Howell,xporter@yahoo.com,+1-011-535-0504,North,Low,176,Bank 176,West,0.54,6913.32,USD,2024-05-20,North Douglas,0,1,0,2,4387.165,6913.32,2526.1549999999997,0,1,0,0,1,0,1,1
267,815,Andrew Strickland,monica17@haynes.info,375.328.9258x78520,South,Medium,615,Bank 615,North,0.52,231.34,USD,2024-04-22,Lake Danielfort,1,1,0,2,3185.475,6139.61,-2954.1349999999998,0,1,0,0,1,0,2,1
268,155,Christopher Anderson,xgordon@gmail.com,372.326.4228x8018,North,Low,3,"Morgan, Terry and Cortez",East,0.72,4323.75,USD,2024-08-22,Bernardtown,0,1,0,2,4764.46,5205.17,-440.71000000000004,0,1,0,0,1,0,1,1
269,190,Gina Lopez,kevin63@gmail.com,289.590.7508,West,High,766,Bank 766,East,0.67,2147.56,USD,2024-09-21,Lake Andrewborough,1,1,0,2,1698.865,2147.56,448.69499999999994,0,1,0,1,1,0,3,1
270,593,Erica Marquez,newmanamber@vasquez.net,197.694.6104x539,East,Low,414,Bank 414,South,0.69,8046.96,USD,2024-11-10,Jonesville,1,1,0,2,4352.155,8046.96,3694.8050000000003,0,1,0,1,1,0,1,1
271,961,Christopher Miller,jeffreymartin@sullivan.biz,543-923-3932x446,East,High,944,Bank 944,North,0.76,9821.71,USD,2024-03-12,Jacksontown,0,1,0,1,9821.71,9821.71,0.0,0,1,0,0,1,0,3,1
272,732,Frank Harris,baileysara@gmail.com,083-837-8253,West,Low,557,Bank 557,West,0.58,5719.44,USD,2024-11-19,Lake James,0,1,0,2,5964.51,6209.58,-245.07000000000062,0,1,0,0,0,0,1,1
273,28,Steven Pineda,fisherelizabeth@johnson.com,205.038.3471,West,Low,723,Bank 723,South,0.75,7010.93,USD,2024-07-08,Fisherfort,0,1,0,2,3693.135,7010.93,3317.795,0,1,0,0,1,0,1,1
274,267,Kenneth King,amanda04@hess.com,995-429-4119x1924,North,Medium,936,Bank 936,North,0.62,5501.76,USD,2024-07-25,Hessport,0,1,0,2,4284.945,5501.76,1216.8150000000005,0,1,0,0,0,0,2,1
275,429,Matthew Patel,donald19@gmail.com,538.043.4194,South,Medium,433,Bank 433,East,0.84,8542.36,USD,2024-08-02,East Barbaramouth,1,1,0,3,6193.44,9355.9,2348.920000000001,0,1,0,0,1,0,2,1
276,505,Lori Olson,zdowns@gmail.com,046.693.7705,East,Medium,81,Bank 81,South,0.86,5835.83,USD,2024-07-22,Robertfort,0,1,0,3,3664.773333333333,5835.83,2171.056666666667,0,1,0,0,1,0,2,1
277,981,Danny Lewis,morganwoods@jacobson-harris.com,+1-533-977-8488x161,East,Medium,146,Bank 146,West,0.6,2569.61,USD,2024-07-09,New Josephborough,0,1,0,1,2569.61,2569.61,0.0,0,1,0,0,1,0,2,1
278,44,Melanie Rose,nmcgee@jones.com,697-486-6117,South,Low,144,Bank 144,South,0.66,6793.69,USD,2024-10-09,Lake Coryhaven,0,1,0,1,6793.69,6793.69,0.0,0,1,0,0,0,0,1,1
279,309,Eric Howell,christine44@hotmail.com,(496)157-8335,South,High,202,Bank 202,West,0.83,6343.65,USD,2023-12-24,Port Robert,1,1,0,1,6343.65,6343.65,0.0,0,1,0,1,1,0,3,1
280,223,Dawn Wilson,emilymendez@yahoo.com,884-151-7168x4844,North,High,552,Bank 552,South,0.78,6647.48,USD,2024-03-15,Taylorville,1,1,0,1,6647.48,6647.48,0.0,0,1,0,0,1,0,3,1
281,826,John Petersen,taylorshari@king.net,001-433-377-0646x89416,South,Low,730,Bank 730,North,0.89,2299.1,USD,2024-08-01,South Taylorton,0,1,0,2,1899.435,2299.1,399.66499999999996,0,1,0,0,1,0,1,1
282,691,Ruth Lewis,fitzgeraldashley@long.com,+1-041-937-3363x7404,East,High,621,Bank 621,East,0.89,2657.98,USD,2023-12-02,Dianebury,1,1,0,1,2657.98,2657.98,0.0,0,1,0,1,0,0,3,1
283,419,Heather Baldwin,jeffreyhall@kerr.com,792.559.0647,West,Medium,137,Bank 137,East,0.81,8953.74,USD,2024-06-23,South Jennifer,0,1,0,1,8953.74,8953.74,0.0,0,1,0,1,1,0,2,1
284,525,Brittany Wagner,ericrice@gmail.com,001-552-374-1094,South,High,235,Bank 235,East,0.79,9476.66,USD,2024-02-18,Robinsonland,0,1,0,1,9476.66,9476.66,0.0,0,1,0,1,1,0,3,1
285,454,Alexis Conway,smurphy@hotmail.com,958.236.5760x31320,West,High,868,Bank 868,West,0.72,291.24,USD,2024-05-19,Port Kenneth,0,1,0,2,4605.605,8919.97,-4314.365,0,1,0,1,0,0,3,1
286,838,Christine Ramirez,cle@hotmail.com,+1-028-786-7794,North,Medium,511,Bank 511,East,0.53,5490.4,USD,2024-03-08,Jamesborough,1,1,0,2,6114.485,6738.57,-624.085,0,1,0,0,1,0,2,1
287,301,Timothy Contreras,gonzalezemily@hotmail.com,172-926-1775x0414,North,Medium,974,Bank 974,West,0.72,7056.83,USD,2024-03-07,Port Lesliefurt,1,1,0,4,5271.78,9790.33,1785.0500000000002,0,1,0,0,1,0,2,1
288,4,James Campbell,virginiamorgan@gmail.com,161-783-7589x5926,South,Low,450,Bank 450,South,0.62,3109.66,USD,2024-08-21,Russellland,0,1,0,4,4092.14,6185.55,-982.48,0,1,0,0,0,0,1,1
289,72,Bradley Lewis,rosarioashley@gmail.com,(337)929-1912x197,North,Low,405,Bank 405,East,0.82,7190.82,USD,2024-03-17,North Shannon,1,1,0,3,7216.256666666667,7964.62,-25.436666666667406,0,1,0,1,1,0,1,1
290,127,Gina Rios,erictaylor@yahoo.com,+1-753-585-3701x467,North,Medium,523,Bank 523,North,0.59,4988.87,USD,2023-12-12,Jonesstad,0,1,0,2,4818.65,4988.87,170.22000000000025,0,1,0,0,0,0,2,1
291,247,Rachel Sims,jacob82@yahoo.com,067-869-5159x45545,North,Low,285,Bank 285,West,0.54,5667.24,USD,2024-05-01,New Luishaven,0,1,0,4,3236.3025,5667.24,2430.9375,0,1,0,0,1,0,1,1
292,126,Justin Bryant,chloe09@gmail.com,001-826-146-7775x183,West,Low,395,Bank 395,South,0.55,5438.63,USD,2024-09-30,Williamsborough,1,1,0,1,5438.63,5438.63,0.0,0,1,0,0,1,0,1,1
293,400,Mary Brewer,vchristian@yahoo.com,001-613-794-6849x582,South,Low,985,Bank 985,South,0.91,7321.32,USD,2024-02-20,Roytown,0,1,0,4,5409.4975,9209.03,1911.8224999999993,0,1,0,0,0,0,1,1
294,551,Carol Berg,mercedes39@cooper.com,001-841-724-4814x355,West,Medium,617,Bank 617,North,0.75,4183.5,USD,2024-04-10,Hunterport,0,1,0,3,2076.4233333333336,4183.5,2107.0766666666664,0,1,0,0,1,0,2,1
295,484,Jason Young,roberta53@warner.com,001-013-638-1936,East,Medium,533,Bank 533,East,0.52,6888.92,USD,2024-08-24,Lake Jorgefurt,1,1,0,2,4575.385,6888.92,2313.535,0,1,0,1,0,0,2,1
296,717,Albert Freeman,jgarrett@hotmail.com,+1-043-668-0864x3696,North,Medium,260,Bank 260,East,0.8,6939.09,USD,2024-07-06,Lake Amy,0,1,0,2,7480.545,8022.0,-541.4549999999999,0,1,0,1,1,0,2,1
297,351,Jeremy Blake,michaelaguilar@chandler.org,(534)725-6431x097,South,Low,776,Bank 776,West,0.54,8329.63,USD,2024-07-20,Brendaport,0,1,0,2,7748.424999999999,8329.63,581.2049999999999,0,1,0,1,1,0,1,1
298,747,Karen Hernandez,tmontoya@yahoo.com,(920)232-2031x871,East,High,787,Bank 787,West,0.54,1804.21,USD,2024-07-09,West Ryan,1,1,0,1,1804.21,1804.21,0.0,0,1,0,0,1,0,3,1
299,458,Michael Marshall,greenvalerie@rodriguez.com,6894667386,South,Medium,437,Bank 437,South,0.82,5069.65,USD,2024-09-23,Jessicaport,1,1,0,3,6883.423333333333,8445.78,-1813.7733333333335,0,1,0,0,0,0,2,1
300,216,Charles Martinez,daniel40@gmail.com,306.125.7546,North,Medium,848,Bank 848,North,0.58,8480.02,USD,2024-02-24,North Carlosport,0,1,0,1,8480.02,8480.02,0.0,0,1,0,1,0,0,2,1
301,439,Laura Fisher,vasquezanna@yahoo.com,321-713-3858x4239,South,Low,790,Bank 790,South,0.57,2480.82,USD,2024-11-02,Nathanport,1,1,0,1,2480.82,2480.82,0.0,0,1,0,1,0,0,1,1
302,475,Isaac Hutchinson,nicholas33@hendricks-moran.org,947.254.5787x126,North,Low,610,Bank 610,South,0.97,7181.1,USD,2024-07-16,Stephanieshire,1,1,0,3,4950.096666666667,7181.1,2231.003333333333,0,1,0,0,1,0,1,1
303,290,Cory Thomas,aprilgonzalez@farmer.org,(332)866-8089x1070,North,Low,545,Bank 545,South,0.8,1095.79,USD,2023-12-09,Bakerside,0,1,0,2,3803.95,6512.11,-2708.16,0,1,0,1,1,0,1,1
304,965,Margaret Gomez,patricia24@blair-jennings.org,445.652.0719x618,West,High,278,Bank 278,North,0.57,5483.55,USD,2024-06-19,Taylorberg,1,1,0,3,3935.476666666667,6296.23,1548.0733333333333,0,1,0,0,1,0,3,1
305,802,Sarah Roberts,eclark@barnes.biz,528-482-3816,North,Low,947,Bank 947,South,0.66,6191.57,USD,2024-01-03,Ryanton,1,1,0,2,6491.264999999999,6790.96,-299.6949999999997,0,1,0,0,1,0,1,1
306,503,Charles Willis,whitneylewis@allen.com,(362)423-2679x0834,South,High,882,Bank 882,East,0.65,3971.53,USD,2024-09-05,Robertborough,0,1,0,2,5411.17,6850.81,-1439.6399999999999,0,1,0,0,1,0,3,1
307,586,Shane Stein,melissa69@petty-smith.com,001-681-148-8567x26618,North,Medium,805,Bank 805,North,0.75,3364.09,USD,2023-11-29,Yodermouth,0,1,0,1,3364.09,3364.09,0.0,0,1,0,0,0,0,2,1
308,187,Linda Robinson,whitakerlisa@flores.com,800.813.2808x1058,West,High,927,Bank 927,East,0.71,5439.16,USD,2024-10-21,Kochville,1,1,0,2,5788.545,6137.93,-349.3850000000002,0,1,0,0,1,0,3,1
309,718,Christopher Baxter,robertgibson@yahoo.com,+1-235-803-7906,North,Medium,152,Bank 152,South,0.64,1432.47,USD,2024-11-20,New Colin,0,1,0,2,5366.264999999999,9300.06,-3933.794999999999,0,1,0,0,1,0,2,1
310,780,Tanner Weaver,blackeric@yahoo.com,(133)576-2569x4880,North,Low,844,Bank 844,North,0.75,1773.87,USD,2024-07-26,East Robert,1,1,0,3,5278.843333333333,9452.52,-3504.9733333333334,0,1,0,0,0,0,1,1
311,46,Jennifer Saunders,michaelalvarez@hotmail.com,584-635-6115x14261,South,Medium,247,Bank 247,East,0.95,2503.9,USD,2024-10-28,West Aaronmouth,1,1,0,2,1340.7150000000001,2503.9,1163.185,0,1,0,0,1,0,2,1
312,267,Kenneth King,amanda04@hess.com,995-429-4119x1924,North,Medium,255,Bank 255,East,0.99,3068.13,USD,2024-07-11,Terriberg,1,1,0,2,4284.945,5501.76,-1216.8149999999996,0,1,0,0,1,0,2,1
313,680,Monica Cook DDS,ginalawrence@hotmail.com,(595)951-2853x2957,West,High,612,Bank 612,East,0.9,5933.81,USD,2024-03-14,Scottshire,1,1,0,1,5933.81,5933.81,0.0,0,1,0,0,1,0,3,1
314,145,Dylan Simpson,lopeztimothy@gmail.com,001-606-475-5859,North,High,876,Bank 876,South,0.55,8411.99,USD,2024-04-27,Aguirreborough,0,1,0,3,3647.1733333333336,8411.99,4764.816666666666,0,1,0,1,1,0,3,1
315,990,Ebony Elliott,kaisernicole@gmail.com,001-018-612-6994x64402,East,Low,120,Bank 120,North,0.5,2798.56,USD,2024-04-02,Hardinland,0,1,0,1,2798.56,2798.56,0.0,0,1,0,0,1,0,1,1
316,56,Joseph Vincent,xjohnson@alvarez.info,0602013700,South,Low,237,Bank 237,North,0.88,9515.56,USD,2024-04-18,South Jesse,1,1,0,1,9515.56,9515.56,0.0,0,1,0,0,1,0,1,1
317,714,Alexis Wilson,josewhite@gmail.com,(007)064-2235,West,Medium,202,Bank 202,West,0.83,7879.18,USD,2024-06-07,Mariastad,0,1,0,4,5505.3625,7879.18,2373.8175,0,1,0,0,0,0,2,1
318,646,Clayton Newman DDS,castillosamuel@watts-ross.info,884-187-7832,West,High,850,Bank 850,West,0.88,6411.68,USD,2024-08-29,East Stacy,0,1,0,3,5183.626666666667,7133.35,1228.0533333333333,0,1,0,0,0,0,3,1
319,222,John Ware,erin10@hotmail.com,240.134.8379,East,Low,697,Bank 697,North,0.61,9964.43,USD,2024-04-10,South Wesleyberg,0,1,0,1,9964.43,9964.43,0.0,0,1,0,0,1,0,1,1
320,245,Christina Waters,harrisandrea@gmail.com,495.376.6727,North,Medium,282,Bank 282,East,0.82,5498.1,USD,2024-11-17,West Michael,1,1,0,2,5223.0650000000005,5498.1,275.03499999999985,0,1,0,1,1,0,2,1
321,866,Michelle Gray,eddieflores@gmail.com,001-033-263-5602,West,Medium,575,Bank 575,West,0.55,7262.49,USD,2024-06-22,South Candace,1,1,0,2,5312.165,7262.49,1950.3249999999998,0,1,0,1,0,0,2,1
322,249,Janet Anderson DDS,wgreene@madden-garcia.com,(146)306-2186,North,Low,147,Bank 147,West,0.59,4906.96,USD,2023-11-28,South Sarahton,0,1,0,3,4506.906666666667,6058.5,400.0533333333333,0,1,0,0,1,0,1,1
323,429,Matthew Patel,donald19@gmail.com,538.043.4194,South,Medium,514,Bank 514,North,0.53,9355.9,USD,2024-01-14,South Brittanychester,1,1,0,3,6193.44,9355.9,3162.46,0,1,0,1,1,0,2,1
324,594,Samantha Morgan,jcharles@mitchell-phillips.com,654-400-4698x520,South,Medium,992,Bank 992,West,0.91,1170.48,USD,2024-11-11,Port Crystalberg,1,1,0,2,3110.5550000000003,5050.63,-1940.0750000000003,0,1,0,0,1,0,2,1
325,714,Alexis Wilson,josewhite@gmail.com,(007)064-2235,West,Medium,602,Bank 602,East,0.9,5466.56,USD,2023-11-26,Hendersonbury,0,1,0,4,5505.3625,7879.18,-38.80249999999978,0,1,0,1,1,0,2,1
326,527,Michelle Thomas,cynthia85@gmail.com,902-220-3707x0830,East,High,463,Bank 463,West,0.93,1976.69,USD,2024-01-08,West Margaret,1,1,0,2,1265.65,1976.69,711.04,0,1,0,0,1,0,3,1
327,522,Danielle Martinez,twhite@olson-ingram.com,752-948-9910x0358,East,Medium,336,Bank 336,South,0.93,2951.02,USD,2024-11-04,Alexistown,0,1,0,1,2951.02,2951.02,0.0,0,1,0,0,1,0,2,1
328,592,Christopher Caldwell,alexisdennis@hotmail.com,(307)404-3550x89746,West,High,365,Bank 365,West,0.76,8012.16,USD,2024-03-21,West Kathryn,0,1,0,1,8012.16,8012.16,0.0,0,1,0,0,0,0,3,1
329,405,Travis Hill,mlopez@richardson.com,989-237-7752x478,South,High,214,Bank 214,East,0.86,9663.3,USD,2024-06-26,North Jessicaberg,1,1,0,1,9663.3,9663.3,0.0,0,1,0,0,1,0,3,1
330,714,Alexis Wilson,josewhite@gmail.com,(007)064-2235,West,Medium,651,Bank 651,North,0.54,5910.77,USD,2023-12-28,Priceside,1,1,0,4,5505.3625,7879.18,405.40750000000025,0,1,0,0,1,0,2,1
331,519,James Osborne,carrillodawn@yahoo.com,(403)134-3212,North,Low,422,Bank 422,East,0.61,4016.15,USD,2024-02-16,Taylorfort,1,1,0,3,3564.7033333333334,5045.59,451.4466666666667,0,1,0,0,1,0,1,1
332,369,Lauren Johnson,jonathan82@anderson.com,001-394-298-2562x474,West,Low,17,Bank 17,South,0.93,9988.13,USD,2024-06-17,Carlosmouth,0,1,0,3,4875.16,9988.13,5112.969999999999,0,1,0,0,1,0,1,1
333,994,Emily Walker,lawrence63@gmail.com,879-480-3557,West,Low,65,Bank 65,North,0.88,1756.98,USD,2024-03-03,Lake Lindaside,0,1,0,1,1756.98,1756.98,0.0,0,1,0,1,1,0,1,1
334,402,Cynthia Browning,hoffmandwayne@washington.org,235-780-4029x959,South,Low,42,Bank 42,North,0.51,1423.22,USD,2024-10-31,Ellisonborough,0,1,0,2,2871.94,4320.66,-1448.72,0,1,0,0,1,0,1,1
335,344,Sylvia Perez,penaangelica@gmail.com,(219)993-1234x2115,North,Low,685,Bank 685,North,0.96,9525.79,USD,2024-08-13,Johnnyville,0,1,0,1,9525.79,9525.79,0.0,0,1,0,0,0,0,1,1
336,537,Alexa Shelton,cgriffin@mcconnell.com,364-665-2710,South,Low,971,Bank 971,South,0.83,5881.23,USD,2024-05-04,Henrytown,0,1,0,3,5134.916666666667,6392.35,746.3133333333326,0,1,0,1,0,0,1,1
337,343,Christopher Anderson,adamwarren@jones.com,+1-574-674-3982,North,Medium,189,Bank 189,West,0.86,6413.72,USD,2023-12-28,Lake Davidhaven,1,1,0,5,5491.6,8419.59,922.1199999999999,0,1,0,0,1,0,2,1
338,242,Patricia Carter,hpeck@kane.com,+1-700-182-6477x5669,East,Medium,64,Bank 64,West,0.87,2209.98,USD,2024-10-30,Lake Daniel,1,1,0,1,2209.98,2209.98,0.0,0,1,0,0,1,0,2,1
339,929,Roger Larson,ocantrell@gmail.com,914.465.4103,East,Low,439,Bank 439,West,0.59,9104.47,USD,2024-05-29,Michelleland,0,1,0,2,8374.08,9104.47,730.3899999999994,0,1,0,0,1,0,1,1
340,295,Tonya Miller,randy98@martinez-chandler.net,297-161-8956x58451,South,Low,565,Bank 565,East,0.72,7804.25,USD,2024-06-17,Walkerton,0,1,0,1,7804.25,7804.25,0.0,0,1,0,0,1,0,1,1
341,364,Jennifer Hawkins,calvinmiller@morales-phillips.com,(173)731-0780x121,West,High,884,Bank 884,South,0.56,5852.85,USD,2024-08-02,Jordanchester,0,1,0,2,5942.705,6032.56,-89.85499999999956,0,1,0,0,1,0,3,1
342,424,Bobby Franklin,bstanton@gmail.com,(075)466-0319x67846,West,High,555,Bank 555,North,0.53,1810.19,USD,2024-08-19,Billyland,1,1,0,2,5415.045,9019.9,-3604.855,0,1,0,0,1,0,3,1
343,963,Debbie Clark,beth61@edwards-williams.com,001-207-573-3262x842,East,Low,550,Bank 550,North,0.99,1164.52,USD,2024-05-05,Devonside,1,1,0,2,3423.54,5682.56,-2259.02,0,1,0,1,1,0,1,1
344,929,Roger Larson,ocantrell@gmail.com,914.465.4103,East,Low,845,Bank 845,North,0.53,7643.69,USD,2024-08-29,North Clarence,0,1,0,2,8374.08,9104.47,-730.3900000000003,0,1,0,0,1,0,1,1
345,844,Angela Buck,sallymueller@herrera-sanchez.biz,427.060.2064x7822,South,Low,775,Bank 775,South,0.93,1439.14,USD,2024-06-20,Katrinamouth,1,1,0,1,1439.14,1439.14,0.0,0,1,0,0,0,0,1,1
346,273,Adam Caldwell,stephenkelley@robinson.biz,218.355.9831x529,South,Low,870,Bank 870,North,0.58,2024.4,USD,2024-10-10,Melindaland,0,1,0,2,3774.58,5524.76,-1750.1799999999998,0,1,0,0,1,0,1,1
347,482,Kimberly Owens,qsloan@powell.com,001-793-212-9887,North,Medium,458,Bank 458,East,0.8,3150.25,USD,2023-12-30,Port Cindy,0,1,0,1,3150.25,3150.25,0.0,0,1,0,1,1,0,2,1
348,220,Edward Powers,joel77@hotmail.com,+1-033-769-0423x0783,West,High,25,Bank 25,North,0.63,8740.75,USD,2024-04-23,East Annafurt,0,1,0,3,6318.276666666668,8740.75,2422.4733333333324,0,1,0,0,1,0,3,1
349,944,Alexa Brown,gonzalezemily@gmail.com,946.049.1185x93794,North,Low,602,Bank 602,East,0.9,8195.84,USD,2024-06-20,North Bridget,0,1,0,1,8195.84,8195.84,0.0,0,1,0,0,1,0,1,1
350,158,Shannon Allen,ostanley@hotmail.com,957.181.0720x718,North,Low,304,Bank 304,North,0.86,7536.55,USD,2024-08-05,East Tyler,1,1,0,2,6393.84,7536.55,1142.71,0,1,0,0,0,0,1,1
351,210,Alexis Holt,jacksonrachel@copeland-hall.com,0175102960,North,Low,879,Bank 879,East,0.67,6094.4,USD,2024-10-22,Sampsonland,1,1,0,1,6094.4,6094.4,0.0,0,1,0,0,1,0,1,1
352,633,Mary Vang,brittanygreene@hotmail.com,(599)379-6471,South,High,500,Bank 500,South,0.88,5704.22,USD,2024-05-19,North Lisa,0,1,0,1,5704.22,5704.22,0.0,0,1,0,1,0,0,3,1
353,141,Mary Jordan,richard81@yahoo.com,(437)796-8421,West,Low,620,Bank 620,West,0.95,4063.65,USD,2024-10-14,Trevorton,1,1,0,1,4063.65,4063.65,0.0,0,1,0,0,0,0,1,1
354,667,John Williams,sparksjohn@wilson.info,(410)031-3251,East,Low,415,Bank 415,East,0.96,154.93,USD,2023-12-04,New Ashleymouth,1,1,0,2,826.315,1497.7,-671.385,0,1,0,0,0,0,1,1
355,664,Melvin Carr,williamsmelissa@sanders.com,415-887-4191,South,Low,738,Bank 738,East,0.81,6080.06,USD,2024-09-26,Powellshire,0,1,0,1,6080.06,6080.06,0.0,0,1,0,0,1,0,1,1
356,291,Andrea Martinez,martha07@gmail.com,708-821-3193,South,Low,789,Bank 789,West,0.61,5144.52,USD,2024-02-05,Stephenmouth,0,1,0,1,5144.52,5144.52,0.0,0,1,0,0,1,0,1,1
357,167,Joshua Wolf,stephenhall@hood.com,(382)448-0216x7672,North,Low,306,Bank 306,South,0.64,2639.87,USD,2024-11-08,Kelseychester,1,1,0,2,4364.525,6089.18,-1724.6549999999997,0,1,0,0,1,0,1,1
358,120,Melinda Rodriguez,andrewraymond@kirby.org,965.347.9719x27607,East,Low,560,Bank 560,South,0.81,5904.57,USD,2024-05-20,East Christopher,0,1,0,3,5988.1466666666665,8034.61,-83.57666666666682,0,1,0,0,1,0,1,1
359,957,Lisa Olson,hollandryan@porter-johnston.com,859.561.2510,North,High,988,Bank 988,North,0.97,6103.91,USD,2024-05-24,New Angelaburgh,1,1,0,2,5932.110000000001,6103.91,171.79999999999927,0,1,0,0,0,0,3,1
360,789,Cassidy Quinn,mark61@gates.com,+1-926-775-9250x61960,East,Medium,327,Bank 327,West,0.77,3529.98,USD,2024-09-24,East Hannah,0,1,0,2,3201.205,3529.98,328.7750000000001,0,1,0,0,1,0,2,1
361,683,John Carney,mitchelljulie@curry.com,796.477.4061,East,Medium,453,Bank 453,East,0.59,8674.97,USD,2024-05-05,Myersmouth,1,1,0,1,8674.97,8674.97,0.0,0,1,0,1,0,0,2,1
362,75,David Lopez,payers@smith.com,459.282.6939x66995,East,Low,546,Bank 546,West,0.54,1225.22,USD,2024-02-23,East Shaneberg,1,1,0,2,4078.445,6931.67,-2853.2250000000004,0,1,0,0,1,0,1,1
363,735,Jamie Morgan,blaketiffany@james.biz,+1-726-707-2947x478,East,Medium,608,Bank 608,West,0.76,5704.01,USD,2024-01-04,Christophertown,1,1,0,1,5704.01,5704.01,0.0,0,1,0,0,1,0,2,1
364,484,Jason Young,roberta53@warner.com,001-013-638-1936,East,Medium,450,Bank 450,South,0.62,2261.85,USD,2024-07-28,North Edwardstad,1,1,0,2,4575.385,6888.92,-2313.5350000000003,0,1,0,1,1,0,2,1
365,517,Timothy Murphy,brittany73@johnson.biz,001-734-225-3532,West,Medium,627,Bank 627,North,0.59,8868.4,USD,2024-05-12,Carterland,0,1,0,1,8868.4,8868.4,0.0,0,1,0,1,1,0,2,1
366,178,Tamara Castro,martinezmargaret@hotmail.com,001-946-118-0367x3154,North,High,408,Bank 408,South,0.73,602.48,USD,2024-05-15,Triciaville,1,1,0,3,1987.2366666666667,3463.89,-1384.7566666666667,0,1,0,0,1,0,3,1
367,708,Lisa Black,amyhopkins@mitchell-rogers.com,001-972-857-0562,West,High,845,Bank 845,North,0.53,9514.35,USD,2024-09-30,Port Nicoleton,0,1,0,1,9514.35,9514.35,0.0,0,1,0,0,1,0,3,1
368,392,Stephanie Young,phamilton@yahoo.com,664.276.5561x937,South,Low,36,Bank 36,South,0.81,7227.93,USD,2024-10-28,Farmerborough,0,1,0,1,7227.93,7227.93,0.0,0,1,0,0,0,0,1,1
